date,home_team,away_team,team,scorer,assist,minute,own_goal,penalty
1990-06-14,Cameroon,Romania,Romania,Gabi Balint,,88,False,False
1990-06-14,Yugoslavia,Colombia,Yugoslavia,Davor Jozić,,75,False,False
1990-06-14,Italy,United States,Italy,Giuseppe Giannini,,11,False,False
1990-06-15,Austria,Czechoslovakia,Czechoslovakia,Michal Bílek,,31,False,True
1990-06-15,West Germany,United Arab Emirates,West Germany,Rudi Völler,,35,False,False
1990-06-15,West Germany,United Arab Emirates,West Germany,Jürgen Klinsmann,,37,False,False
1990-06-15,West Germany,United Arab Emirates,United Arab Emirates,Khalid Ismaïl,,46,False,False
1990-06-15,West Germany,United Arab Emirates,West Germany,Lothar Matthäus,,47,False,False
1990-06-15,West Germany,United Arab Emirates,West Germany,Uwe Bein,,58,False,False
1990-06-15,West Germany,United Arab Emirates,West Germany,Rudi Völler,,75,False,False
1990-06-16,Brazil,Costa Rica,Brazil,not applicable Müller,,33,False,False
1990-06-16,Sweden,Scotland,Scotland,Stuart McCall,,11,False,False
1990-06-16,Sweden,Scotland,Scotland,Mo Johnston,,81,False,True
1990-06-16,Sweden,Scotland,Sweden,Glenn Strömberg,,86,False,False
1990-06-17,Belgium,Uruguay,Belgium,Leo Clijsters,,15,False,False
1990-06-17,Belgium,Uruguay,Belgium,Enzo Scifo,,24,False,False
1990-06-17,Belgium,Uruguay,Belgium,Jan Ceulemans,,47,False,False
1990-06-17,Belgium,Uruguay,Uruguay,Pablo Bengoechea,,73,False,False
1990-06-17,South Korea,Spain,Spain,not applicable Míchel,,23,False,False
1990-06-17,South Korea,Spain,South Korea,Kwan Hwangbo,,43,False,False
1990-06-17,South Korea,Spain,Spain,not applicable Míchel,,61,False,False
1990-06-17,South Korea,Spain,Spain,not applicable Míchel,,81,False,False
1990-06-18,Argentina,Romania,Argentina,Pedro Monzón,,62,False,False
1990-06-18,Argentina,Romania,Romania,Gabi Balint,,68,False,False
1990-06-18,Cameroon,Soviet Union,Soviet Union,Oleh Protasov,,20,False,False
1990-06-18,Cameroon,Soviet Union,Soviet Union,Andrei Zygmantovich,,29,False,False
1990-06-18,Cameroon,Soviet Union,Soviet Union,Oleksandr Zavarov,,52,False,False
1990-06-18,Cameroon,Soviet Union,Soviet Union,Igor Dobrovolski,,63,False,False
1990-06-19,West Germany,Colombia,West Germany,Pierre Littbarski,,88,False,False
1990-06-19,West Germany,Colombia,Colombia,Freddy Rincón,,93,False,False
1990-06-19,Yugoslavia,United Arab Emirates,Yugoslavia,Safet Sušić,,5,False,False
1990-06-19,Yugoslavia,United Arab Emirates,Yugoslavia,Darko Pančev,,9,False,False
1990-06-19,Yugoslavia,United Arab Emirates,United Arab Emirates,Ali Thani Jumaa,,22,False,False
1990-06-19,Yugoslavia,United Arab Emirates,Yugoslavia,Darko Pančev,,46,False,False
1990-06-19,Yugoslavia,United Arab Emirates,Yugoslavia,Robert Prosinečki,,93,False,False
1990-06-19,Austria,United States,Austria,Andreas Ogris,,49,False,False
1990-06-19,Austria,United States,Austria,Gerhard Rodax,,63,False,False
1990-06-19,Austria,United States,United States,Bruce Murray,,83,False,False
1990-06-19,Italy,Czechoslovakia,Italy,Salvatore Schillaci,,9,False,False
1990-06-19,Italy,Czechoslovakia,Italy,Roberto Baggio,,78,False,False
1990-06-20,Brazil,Scotland,Brazil,not applicable Müller,,81,False,False
1990-06-20,Sweden,Costa Rica,Sweden,Johnny Ekström,,32,False,False
1990-06-20,Sweden,Costa Rica,Costa Rica,Róger Flores,,75,False,False
1990-06-20,Sweden,Costa Rica,Costa Rica,Hernán Medford,,87,False,False
1990-06-21,Belgium,Spain,Spain,not applicable Míchel,,26,False,True
1990-06-21,Belgium,Spain,Belgium,Patrick Vervoort,,29,False,False
1990-06-21,Belgium,Spain,Spain,Alberto Górriz,,38,False,False
1990-06-21,South Korea,Uruguay,Uruguay,Daniel Fonseca,,91,False,False
1990-06-21,England,Egypt,England,Mark Wright,,58,False,False
1990-06-21,Republic of Ireland,Netherlands,Netherlands,Ruud Gullit,,11,False,False
1990-06-21,Republic of Ireland,Netherlands,Republic of Ireland,Niall Quinn,,71,False,False
1990-06-23,Cameroon,Colombia,Cameroon,Roger Milla,,106,False,False
1990-06-23,Cameroon,Colombia,Cameroon,Roger Milla,,108,False,False
1990-06-23,Cameroon,Colombia,Colombia,Bernardo Redín,,115,False,False
1990-06-23,Czechoslovakia,Costa Rica,Czechoslovakia,Tomáš Skuhravý,,12,False,False
1990-06-23,Czechoslovakia,Costa Rica,Costa Rica,Rónald González Brenes,,55,False,False
1990-06-23,Czechoslovakia,Costa Rica,Czechoslovakia,Tomáš Skuhravý,,63,False,False
1990-06-23,Czechoslovakia,Costa Rica,Czechoslovakia,Luboš Kubík,,76,False,False
1990-06-23,Czechoslovakia,Costa Rica,Czechoslovakia,Tomáš Skuhravý,,82,False,False
1990-06-24,Brazil,Argentina,Argentina,Claudio Caniggia,,81,False,False
1990-06-24,West Germany,Netherlands,West Germany,Jürgen Klinsmann,,51,False,False
1990-06-24,West Germany,Netherlands,West Germany,Andreas Brehme,,85,False,False
1990-06-24,West Germany,Netherlands,Netherlands,Ronald Koeman,,89,False,True
1990-06-25,Italy,Uruguay,Italy,Salvatore Schillaci,,65,False,False
1990-06-25,Italy,Uruguay,Italy,Aldo Serena,,83,False,False
1990-06-26,Spain,Yugoslavia,Yugoslavia,Dragan Stojković,,78,False,False
1990-06-26,Spain,Yugoslavia,Spain,Julio Salinas,,84,False,False
1990-06-26,Spain,Yugoslavia,Yugoslavia,Dragan Stojković,,93,False,False
1990-06-26,England,Belgium,England,David Platt,,119,False,False
1990-06-30,Republic of Ireland,Italy,Italy,Salvatore Schillaci,,38,False,False
1990-07-01,Czechoslovakia,West Germany,West Germany,Lothar Matthäus,,25,False,True
1990-07-01,Cameroon,England,England,David Platt,,25,False,False
1990-07-01,Cameroon,England,Cameroon,Emmanuel Kundé,,61,False,True
1990-07-01,Cameroon,England,Cameroon,Eugène Ekéké,,65,False,False
1990-07-01,Cameroon,England,England,Gary Lineker,,83,False,True
1990-07-01,Cameroon,England,England,Gary Lineker,,105,False,True
1990-07-03,Argentina,Italy,Italy,Salvatore Schillaci,,17,False,False
1990-07-03,Argentina,Italy,Argentina,Claudio Caniggia,,67,False,False
1990-07-04,West Germany,England,West Germany,Andreas Brehme,,60,False,False
1990-07-04,West Germany,England,England,Gary Lineker,,80,False,False
1990-07-07,Italy,England,Italy,Roberto Baggio,,71,False,False
1990-07-07,Italy,England,England,David Platt,,81,False,False
1990-07-07,Italy,England,Italy,Salvatore Schillaci,,86,False,True
1990-07-08,West Germany,Argentina,West Germany,Andreas Brehme,,85,False,True
1994-06-17,Germany,Bolivia,Germany,Jürgen Klinsmann,,61,False,False
1994-06-17,Spain,South Korea,Spain,Julio Salinas,,51,False,False
1994-06-17,Spain,South Korea,Spain,Andoni Goikoetxea,,55,False,False
1994-06-17,Spain,South Korea,South Korea,Myung-bo Hong,,85,False,False
1994-06-17,Spain,South Korea,South Korea,Jung-won Seo,,90,False,False
1994-06-18,United States,Switzerland,Switzerland,Georges Bregy,,39,False,False
1994-06-18,United States,Switzerland,United States,Eric Wynalda,,44,False,False
1994-06-18,Italy,Republic of Ireland,Republic of Ireland,Ray Houghton,,11,False,False
1994-06-18,Colombia,Romania,Romania,Florin Răducioiu,,15,False,False
1994-06-18,Colombia,Romania,Romania,Gheorghe Hagi,,34,False,False
1994-06-18,Colombia,Romania,Colombia,Adolfo Valencia,,43,False,False
1994-06-18,Colombia,Romania,Romania,Florin Răducioiu,,89,False,False
1994-06-19,Belgium,Morocco,Belgium,Marc Degryse,,11,False,False
1994-06-19,Norway,Mexico,Norway,Kjetil Rekdal,,84,False,False
1994-06-19,Cameroon,Sweden,Sweden,Roger Ljung,,8,False,False
1994-06-19,Cameroon,Sweden,Cameroon,David Embé,,31,False,False
1994-06-19,Cameroon,Sweden,Cameroon,François Omam-Biyik,,47,False,False
1994-06-19,Cameroon,Sweden,Sweden,Martin Dahlin,,75,False,False
1994-06-20,Brazil,Russia,Brazil,not applicable Romário,,26,False,False
1994-06-20,Brazil,Russia,Brazil,not applicable Raí,,52,False,True
1994-06-20,Netherlands,Saudi Arabia,Saudi Arabia,Fuad Anwar,,18,False,False
1994-06-20,Netherlands,Saudi Arabia,Netherlands,Wim Jonk,,50,False,False
1994-06-20,Netherlands,Saudi Arabia,Netherlands,Gaston Taument,,86,False,False
1994-06-21,Argentina,Greece,Argentina,Gabriel Batistuta,,2,False,False
1994-06-21,Argentina,Greece,Argentina,Gabriel Batistuta,,44,False,False
1994-06-21,Argentina,Greece,Argentina,Diego Maradona,,60,False,False
1994-06-21,Argentina,Greece,Argentina,Gabriel Batistuta,,90,False,True
1994-06-21,Germany,Spain,Spain,Andoni Goikoetxea,,14,False,False
1994-06-21,Germany,Spain,Germany,Jürgen Klinsmann,,48,False,False
1994-06-21,Nigeria,Bulgaria,Nigeria,Rashidi Yekini,,21,False,False
1994-06-21,Nigeria,Bulgaria,Nigeria,Daniel Amokachi,,43,False,False
1994-06-21,Nigeria,Bulgaria,Nigeria,Emmanuel Amunike,,55,False,False
1994-06-22,Romania,Switzerland,Switzerland,Alain Sutter,,16,False,False
1994-06-22,Romania,Switzerland,Romania,Gheorghe Hagi,,35,False,False
1994-06-22,Romania,Switzerland,Switzerland,Stéphane Chapuisat,,52,False,False
1994-06-22,Romania,Switzerland,Switzerland,Adrian Knup,,65,False,False
1994-06-22,Romania,Switzerland,Switzerland,Adrian Knup,,72,False,False
1994-06-22,United States,Colombia,United States,Andrés Escobar,,35,True,False
1994-06-22,United States,Colombia,United States,Earnie Stewart,,52,False,False
1994-06-22,United States,Colombia,Colombia,Adolfo Valencia,,90,False,False
1994-06-23,Italy,Norway,Italy,Dino Baggio,,69,False,False
1994-06-24,Mexico,Republic of Ireland,Mexico,Luis García Postigo,,42,False,False
1994-06-24,Mexico,Republic of Ireland,Mexico,Luis García Postigo,,65,False,False
1994-06-24,Mexico,Republic of Ireland,Republic of Ireland,John Aldridge,,84,False,False
1994-06-24,Brazil,Cameroon,Brazil,not applicable Romário,,39,False,False
1994-06-24,Brazil,Cameroon,Brazil,Márcio Santos,,66,False,False
1994-06-24,Brazil,Cameroon,Brazil,not applicable Bebeto,,73,False,False
1994-06-24,Sweden,Russia,Russia,Oleg Salenko,,4,False,True
1994-06-24,Sweden,Russia,Sweden,Tomas Brolin,,39,False,True
1994-06-24,Sweden,Russia,Sweden,Martin Dahlin,,60,False,False
1994-06-24,Sweden,Russia,Sweden,Martin Dahlin,,82,False,False
1994-06-25,Belgium,Netherlands,Belgium,Philippe Albert,,65,False,False
1994-06-25,Saudi Arabia,Morocco,Saudi Arabia,Sami Al-Jaber,,7,False,True
1994-06-25,Saudi Arabia,Morocco,Morocco,Mohammed Chaouch,,26,False,False
1994-06-25,Saudi Arabia,Morocco,Saudi Arabia,Fuad Anwar,,45,False,False
1994-06-25,Argentina,Nigeria,Nigeria,Samson Siasia,,8,False,False
1994-06-25,Argentina,Nigeria,Argentina,Claudio Caniggia,,21,False,False
1994-06-25,Argentina,Nigeria,Argentina,Claudio Caniggia,,28,False,False
1994-06-26,Bulgaria,Greece,Bulgaria,Hristo Stoichkov,,5,False,True
1994-06-26,Bulgaria,Greece,Bulgaria,Hristo Stoichkov,,55,False,True
1994-06-26,Bulgaria,Greece,Bulgaria,Yordan Letchkov,,65,False,False
1994-06-26,Bulgaria,Greece,Bulgaria,Daniel Borimirov,,90,False,False
1994-06-26,Switzerland,Colombia,Colombia,Hermán Gaviria,,44,False,False
1994-06-26,Switzerland,Colombia,Colombia,John Harold Lozano,,90,False,False
1994-06-26,United States,Romania,Romania,Dan Petrescu,,18,False,False
1994-06-27,Bolivia,Spain,Spain,Josep Guardiola,,19,False,True
1994-06-27,Bolivia,Spain,Spain,José Luis Caminero,,66,False,False
1994-06-27,Bolivia,Spain,Bolivia,Erwin Sánchez,,67,False,False
1994-06-27,Bolivia,Spain,Spain,José Luis Caminero,,70,False,False
1994-06-27,Germany,South Korea,Germany,Jürgen Klinsmann,,12,False,False
1994-06-27,Germany,South Korea,Germany,Karl-Heinz Riedle,,20,False,False
1994-06-27,Germany,South Korea,Germany,Jürgen Klinsmann,,37,False,False
1994-06-27,Germany,South Korea,South Korea,Sun-hong Hwang,,52,False,False
1994-06-27,Germany,South Korea,South Korea,Myung-bo Hong,,63,False,False
1994-06-28,Italy,Mexico,Italy,Daniele Massaro,,48,False,False
1994-06-28,Italy,Mexico,Mexico,Marcelino Bernal,,57,False,False
1994-06-28,Russia,Cameroon,Russia,Oleg Salenko,,15,False,False
1994-06-28,Russia,Cameroon,Russia,Oleg Salenko,,41,False,False
1994-06-28,Russia,Cameroon,Russia,Oleg Salenko,,44,False,True
1994-06-28,Russia,Cameroon,Cameroon,Roger Milla,,46,False,False
1994-06-28,Russia,Cameroon,Russia,Oleg Salenko,,72,False,False
1994-06-28,Russia,Cameroon,Russia,Oleg Salenko,,75,False,False
1994-06-28,Russia,Cameroon,Russia,Dmitri Radchenko,,81,False,False
1994-06-28,Brazil,Sweden,Sweden,Kennet Andersson,,23,False,False
1994-06-28,Brazil,Sweden,Brazil,not applicable Romário,,47,False,False
1994-06-29,Belgium,Saudi Arabia,Saudi Arabia,Saeed Al-Owairan,,5,False,False
1994-06-29,Morocco,Netherlands,Netherlands,Dennis Bergkamp,,43,False,False
1994-06-29,Morocco,Netherlands,Morocco,Hassan Nader,,47,False,False
1994-06-29,Morocco,Netherlands,Netherlands,Bryan Roy,,77,False,False
1994-06-30,Argentina,Bulgaria,Bulgaria,Hristo Stoichkov,,61,False,False
1994-06-30,Argentina,Bulgaria,Bulgaria,Nasko Sirakov,,93,False,False
1994-06-30,Greece,Nigeria,Nigeria,Finidi George,,47,False,False
1994-06-30,Greece,Nigeria,Nigeria,Daniel Amokachi,,95,False,False
1994-07-02,Germany,Belgium,Germany,Rudi Völler,,6,False,False
1994-07-02,Germany,Belgium,Belgium,Georges Grün,,8,False,False
1994-07-02,Germany,Belgium,Germany,Jürgen Klinsmann,,11,False,False
1994-07-02,Germany,Belgium,Germany,Rudi Völler,,38,False,False
1994-07-02,Germany,Belgium,Belgium,Philippe Albert,,90,False,False
1994-07-02,Spain,Switzerland,Spain,Fernando Hierro,,15,False,False
1994-07-02,Spain,Switzerland,Spain,Luis Enrique,,74,False,False
1994-07-02,Spain,Switzerland,Spain,Txiki Begiristain,,86,False,True
1994-07-03,Saudi Arabia,Sweden,Sweden,Martin Dahlin,,6,False,False
1994-07-03,Saudi Arabia,Sweden,Sweden,Kennet Andersson,,51,False,False
1994-07-03,Saudi Arabia,Sweden,Saudi Arabia,Fahad Al-Ghesheyan,,85,False,False
1994-07-03,Saudi Arabia,Sweden,Sweden,Kennet Andersson,,88,False,False
1994-07-03,Romania,Argentina,Romania,Ilie Dumitrescu,,11,False,False
1994-07-03,Romania,Argentina,Argentina,Gabriel Batistuta,,16,False,True
1994-07-03,Romania,Argentina,Romania,Ilie Dumitrescu,,18,False,False
1994-07-03,Romania,Argentina,Romania,Gheorghe Hagi,,58,False,False
1994-07-03,Romania,Argentina,Argentina,Abel Balbo,,75,False,False
1994-07-04,Netherlands,Republic of Ireland,Netherlands,Dennis Bergkamp,,11,False,False
1994-07-04,Netherlands,Republic of Ireland,Netherlands,Wim Jonk,,41,False,False
1994-07-04,Brazil,United States,Brazil,not applicable Bebeto,,72,False,False
1994-07-05,Nigeria,Italy,Nigeria,Emmanuel Amunike,,25,False,False
1994-07-05,Nigeria,Italy,Italy,Roberto Baggio,,88,False,False
1994-07-05,Nigeria,Italy,Italy,Roberto Baggio,,102,False,True
1994-07-05,Mexico,Bulgaria,Bulgaria,Hristo Stoichkov,,6,False,False
1994-07-05,Mexico,Bulgaria,Mexico,Alberto García Aspe,,18,False,True
1994-07-09,Italy,Spain,Italy,Dino Baggio,,25,False,False
1994-07-09,Italy,Spain,Spain,José Luis Caminero,,58,False,False
1994-07-09,Italy,Spain,Italy,Roberto Baggio,,88,False,False
1994-07-09,Netherlands,Brazil,Brazil,not applicable Romário,,53,False,False
1994-07-09,Netherlands,Brazil,Brazil,not applicable Bebeto,,63,False,False
1994-07-09,Netherlands,Brazil,Netherlands,Dennis Bergkamp,,64,False,False
1994-07-09,Netherlands,Brazil,Netherlands,Aron Winter,,76,False,False
1994-07-09,Netherlands,Brazil,Brazil,not applicable Branco,,81,False,False
1994-07-10,Bulgaria,Germany,Germany,Lothar Matthäus,,47,False,True
1994-07-10,Bulgaria,Germany,Bulgaria,Hristo Stoichkov,,75,False,False
1994-07-10,Bulgaria,Germany,Bulgaria,Yordan Letchkov,,78,False,False
1994-07-10,Romania,Sweden,Sweden,Tomas Brolin,,78,False,False
1994-07-10,Romania,Sweden,Romania,Florin Răducioiu,,88,False,False
1994-07-10,Romania,Sweden,Romania,Florin Răducioiu,,101,False,False
1994-07-10,Romania,Sweden,Sweden,Kennet Andersson,,115,False,False
1994-07-13,Bulgaria,Italy,Italy,Roberto Baggio,,21,False,False
1994-07-13,Bulgaria,Italy,Italy,Roberto Baggio,,25,False,False
1994-07-13,Bulgaria,Italy,Bulgaria,Hristo Stoichkov,,44,False,True
1994-07-13,Sweden,Brazil,Brazil,not applicable Romário,,80,False,False
1994-07-16,Sweden,Bulgaria,Sweden,Tomas Brolin,,8,False,False
1994-07-16,Sweden,Bulgaria,Sweden,Håkan Mild,,30,False,False
1994-07-16,Sweden,Bulgaria,Sweden,Henrik Larsson,,37,False,False
1994-07-16,Sweden,Bulgaria,Sweden,Kennet Andersson,,39,False,False
1998-06-10,Brazil,Scotland,Brazil,César Sampaio,,5,False,False
1998-06-10,Brazil,Scotland,Scotland,John Collins,,38,False,True
1998-06-10,Brazil,Scotland,Brazil,Tom Boyd,,74,True,False
1998-06-10,Morocco,Norway,Morocco,Mustapha Hadji,,37,False,False
1998-06-10,Morocco,Norway,Norway,Youssef Chippo,,46,True,False
1998-06-10,Morocco,Norway,Morocco,Abdeljalil Hadda,,60,False,False
1998-06-10,Morocco,Norway,Norway,Dan Eggen,,61,False,False
1998-06-11,Italy,Chile,Italy,Christian Vieri,,10,False,False
1998-06-11,Italy,Chile,Chile,Marcelo Salas,,48,False,False
1998-06-11,Italy,Chile,Chile,Marcelo Salas,,50,False,False
1998-06-11,Italy,Chile,Italy,Roberto Baggio,,84,False,True
1998-06-11,Cameroon,Austria,Cameroon,Pierre Njanka,,77,False,False
1998-06-11,Cameroon,Austria,Austria,Toni Polster,,91,False,False
1998-06-12,Saudi Arabia,Denmark,Denmark,Marc Rieper,,69,False,False
1998-06-12,France,South Africa,France,Christophe Dugarry,,35,False,False
1998-06-12,France,South Africa,France,Pierre Issa,,77,True,False
1998-06-12,France,South Africa,France,Thierry Henry,,92,False,False
1998-06-13,Spain,Nigeria,Spain,Fernando Hierro,,21,False,False
1998-06-13,Spain,Nigeria,Nigeria,Mutiu Adepoju,,24,False,False
1998-06-13,Spain,Nigeria,Spain,not applicable Raúl,,47,False,False
1998-06-13,Spain,Nigeria,Nigeria,Andoni Zubizarreta,,73,True,False
1998-06-13,Spain,Nigeria,Nigeria,Sunday Oliseh,,78,False,False
1998-06-13,South Korea,Mexico,South Korea,Seok-ju Ha,,27,False,False
1998-06-13,South Korea,Mexico,Mexico,Ricardo Peláez,,50,False,False
1998-06-13,South Korea,Mexico,Mexico,Luis Hernández,,75,False,False
1998-06-13,South Korea,Mexico,Mexico,Luis Hernández,,84,False,False
1998-06-14,Argentina,Japan,Argentina,Gabriel Batistuta,,28,False,False
1998-06-14,Yugoslavia,Iran,Yugoslavia,Siniša Mihajlović,,73,False,False
1998-06-14,Jamaica,Croatia,Croatia,Mario Stanić,,27,False,False
1998-06-14,Jamaica,Croatia,Jamaica,Robbie Earle,,45,False,False
1998-06-14,Jamaica,Croatia,Croatia,Robert Prosinečki,,53,False,False
1998-06-14,Jamaica,Croatia,Croatia,Davor Šuker,,69,False,False
1998-06-15,England,Tunisia,England,Alan Shearer,,42,False,False
1998-06-15,England,Tunisia,England,Paul Scholes,,89,False,False
1998-06-15,Romania,Colombia,Romania,Adrian Ilie,,46,False,False
1998-06-15,Germany,United States,Germany,Andreas Möller,,9,False,False
1998-06-15,Germany,United States,Germany,Jürgen Klinsmann,,65,False,False
1998-06-16,Scotland,Norway,Norway,Håvard Flo,,46,False,False
1998-06-16,Scotland,Norway,Scotland,Craig Burley,,66,False,False
1998-06-16,Brazil,Morocco,Brazil,not applicable Ronaldo,,9,False,False
1998-06-16,Brazil,Morocco,Brazil,not applicable Rivaldo,,47,False,False
1998-06-16,Brazil,Morocco,Brazil,not applicable Bebeto,,50,False,False
1998-06-17,Chile,Austria,Chile,Marcelo Salas,,70,False,False
1998-06-17,Chile,Austria,Austria,Ivica Vastić,,92,False,False
1998-06-17,Italy,Cameroon,Italy,Luigi Di Biagio,,7,False,False
1998-06-17,Italy,Cameroon,Italy,Christian Vieri,,75,False,False
1998-06-17,Italy,Cameroon,Italy,Christian Vieri,,89,False,False
1998-06-18,South Africa,Denmark,Denmark,Allan Nielsen,,12,False,False
1998-06-18,South Africa,Denmark,South Africa,Benni McCarthy,,51,False,False
1998-06-18,France,Saudi Arabia,France,Thierry Henry,,37,False,False
1998-06-18,France,Saudi Arabia,France,David Trezeguet,,68,False,False
1998-06-18,France,Saudi Arabia,France,Thierry Henry,,78,False,False
1998-06-18,France,Saudi Arabia,France,Bixente Lizarazu,,85,False,False
1998-06-19,Nigeria,Bulgaria,Nigeria,Victor Ikpeba,,28,False,False
1998-06-20,Japan,Croatia,Croatia,Davor Šuker,,77,False,False
1998-06-20,Belgium,Mexico,Belgium,Marc Wilmots,,42,False,False
1998-06-20,Belgium,Mexico,Belgium,Marc Wilmots,,47,False,False
1998-06-20,Belgium,Mexico,Mexico,Alberto García Aspe,,55,False,True
1998-06-20,Belgium,Mexico,Mexico,Cuauhtémoc Blanco,,62,False,False
1998-06-20,Netherlands,South Korea,Netherlands,Phillip Cocu,,37,False,False
1998-06-20,Netherlands,South Korea,Netherlands,Marc Overmars,,41,False,False
1998-06-20,Netherlands,South Korea,Netherlands,Dennis Bergkamp,,71,False,False
1998-06-20,Netherlands,South Korea,Netherlands,Pierre van Hooijdonk,,80,False,False
1998-06-20,Netherlands,South Korea,Netherlands,Ronald de Boer,,83,False,False
1998-06-21,Germany,Yugoslavia,Yugoslavia,Predrag Mijatović,,13,False,False
1998-06-21,Germany,Yugoslavia,Yugoslavia,Dragan Stojković,,52,False,False
1998-06-21,Germany,Yugoslavia,Germany,Siniša Mihajlović,,72,True,False
1998-06-21,Germany,Yugoslavia,Germany,Oliver Bierhoff,,78,False,False
1998-06-21,Argentina,Jamaica,Argentina,Ariel Ortega,,31,False,False
1998-06-21,Argentina,Jamaica,Argentina,Ariel Ortega,,55,False,False
1998-06-21,Argentina,Jamaica,Argentina,Gabriel Batistuta,,73,False,False
1998-06-21,Argentina,Jamaica,Argentina,Gabriel Batistuta,,78,False,False
1998-06-21,Argentina,Jamaica,Argentina,Gabriel Batistuta,,83,False,True
1998-06-21,United States,Iran,Iran,Hamid Estili,,40,False,False
1998-06-21,United States,Iran,Iran,Mehdi Mahdavikia,,84,False,False
1998-06-21,United States,Iran,United States,Brian McBride,,87,False,False
1998-06-22,Colombia,Tunisia,Colombia,Léider Preciado,,82,False,False
1998-06-22,Romania,England,Romania,Viorel Moldovan,,46,False,False
1998-06-22,Romania,England,England,Michael Owen,,81,False,False
1998-06-22,Romania,England,Romania,Dan Petrescu,,90,False,False
1998-06-23,Chile,Cameroon,Chile,José Luis Sierra,,20,False,False
1998-06-23,Chile,Cameroon,Cameroon,Patrick M'Boma,,56,False,False
1998-06-23,Italy,Austria,Italy,Christian Vieri,,48,False,False
1998-06-23,Italy,Austria,Italy,Roberto Baggio,,90,False,False
1998-06-23,Italy,Austria,Austria,Andi Herzog,,92,False,True
1998-06-23,Brazil,Norway,Brazil,not applicable Bebeto,,78,False,False
1998-06-23,Brazil,Norway,Norway,Tore André Flo,,83,False,False
1998-06-23,Brazil,Norway,Norway,Kjetil Rekdal,,89,False,True
1998-06-23,Scotland,Morocco,Morocco,Salaheddine Bassir,,23,False,False
1998-06-23,Scotland,Morocco,Morocco,Abdeljalil Hadda,,46,False,False
1998-06-23,Scotland,Morocco,Morocco,Salaheddine Bassir,,85,False,False
1998-06-24,France,Denmark,France,Youri Djorkaeff,,12,False,True
1998-06-24,France,Denmark,Denmark,Michael Laudrup,,42,False,True
1998-06-24,France,Denmark,France,Emmanuel Petit,,56,False,False
1998-06-24,South Africa,Saudi Arabia,South Africa,Shaun Bartlett,,18,False,False
1998-06-24,South Africa,Saudi Arabia,Saudi Arabia,Sami Al-Jaber,,47,False,True
1998-06-24,South Africa,Saudi Arabia,Saudi Arabia,Yousuf Al-Thunayan,,74,False,True
1998-06-24,South Africa,Saudi Arabia,South Africa,Shaun Bartlett,,93,False,True
1998-06-24,Nigeria,Paraguay,Paraguay,Celso Ayala,,1,False,False
1998-06-24,Nigeria,Paraguay,Nigeria,Wilson Oruma,,11,False,False
1998-06-24,Nigeria,Paraguay,Paraguay,Miguel Ángel Benítez,,58,False,False
1998-06-24,Nigeria,Paraguay,Paraguay,José Cardozo,,86,False,False
1998-06-24,Spain,Bulgaria,Spain,Fernando Hierro,,6,False,True
1998-06-24,Spain,Bulgaria,Spain,Luis Enrique,,18,False,False
1998-06-24,Spain,Bulgaria,Spain,Fernando Morientes,,55,False,False
1998-06-24,Spain,Bulgaria,Bulgaria,Emil Kostadinov,,58,False,False
1998-06-24,Spain,Bulgaria,Spain,Fernando Morientes,,81,False,False
1998-06-24,Spain,Bulgaria,Spain,Georgi Bachev,,88,True,False
1998-06-24,Spain,Bulgaria,Spain,not applicable Kiko,,94,False,False
1998-06-25,Belgium,South Korea,Belgium,Luc Nilis,,7,False,False
1998-06-25,Belgium,South Korea,South Korea,Sang-chul Yoo,,72,False,False
1998-06-25,Netherlands,Mexico,Netherlands,Phillip Cocu,,4,False,False
1998-06-25,Netherlands,Mexico,Netherlands,Ronald de Boer,,18,False,False
1998-06-25,Netherlands,Mexico,Mexico,Ricardo Peláez,,75,False,False
1998-06-25,Netherlands,Mexico,Mexico,Luis Hernández,,94,False,False
1998-06-25,Germany,Iran,Germany,Oliver Bierhoff,,50,False,False
1998-06-25,Germany,Iran,Germany,Jürgen Klinsmann,,57,False,False
1998-06-25,United States,Yugoslavia,Yugoslavia,Slobodan Komljenović,,4,False,False
1998-06-26,Argentina,Croatia,Argentina,Mauricio Pineda,,36,False,False
1998-06-26,Japan,Jamaica,Jamaica,Theodore Whitmore,,39,False,False
1998-06-26,Japan,Jamaica,Jamaica,Theodore Whitmore,,54,False,False
1998-06-26,Japan,Jamaica,Japan,Masashi Nakayama,,74,False,False
1998-06-26,Colombia,England,England,Darren Anderton,,20,False,False
1998-06-26,Colombia,England,England,David Beckham,,29,False,False
1998-06-26,Romania,Tunisia,Tunisia,Skander Souayah,,12,False,True
1998-06-26,Romania,Tunisia,Romania,Viorel Moldovan,,71,False,False
1998-06-27,Italy,Norway,Italy,Christian Vieri,,18,False,False
1998-06-27,Brazil,Chile,Brazil,César Sampaio,,11,False,False
1998-06-27,Brazil,Chile,Brazil,César Sampaio,,26,False,False
1998-06-27,Brazil,Chile,Brazil,not applicable Ronaldo,,48,False,True
1998-06-27,Brazil,Chile,Chile,Marcelo Salas,,70,False,False
1998-06-27,Brazil,Chile,Brazil,not applicable Ronaldo,,72,False,False
1998-06-28,France,Paraguay,France,Laurent Blanc,,114,False,False
1998-06-28,Nigeria,Denmark,Denmark,Peter Møller,,3,False,False
1998-06-28,Nigeria,Denmark,Denmark,Brian Laudrup,,12,False,False
